Razón social;Nombre de establecimiento;ID establecimiento (VU);CIIU4;Rubro RETC;Ducto;Tipo de Contaminante;Emisión (toneladas);Año;Norma;Región;Provincia;Comuna;Huso;Coordenada norte;Coordenada este
PISCICULTURA NILAHUE S A;PISCICULTURA NILAHUE;5453624;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;797;Molibdeno;0,01090716;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Lago Ranco;18.0;5524692.0;747726.0
SALMONES MAULLIN LIMITADA;PISCICULTURA RIO LAS MARCAS;244707;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;555;Plomo;0,01085667;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5418820.0;691692.0
CERVECERA CCU CHILE LIMITADA;CERVECERA CCU CHILE LTDA. (2);11626;ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS;Producción de alimentos;333;Zinc;0,010854404;2017;DS90/2000 del MINSEGPRES;Metropolitana;Santiago;Quilicura;19.0;6307398.0;341531.0
CMPC CELULOSA S A;CMPC PULP SA PLANTA PACIFICO;322488;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;502;Molibdeno;0,01082466;2017;DS90/2000 del MINSEGPRES;Araucanía;Malleco;Collipulli;18.0;5814341.0;721997.0
PROCESADORA HUENOCOIHUE SPA;PLANTA GUAFO;5463678;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Otras actividades;737;Sustancias Activas de Azul de Metileno;0,010789152;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Chonchi;18.0;5280292.0;600551.0
CENTRAL FRUTICOLA LA PALMA SA;CEFRUPAL S.A.;5403521;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Industria agropecuaria y silvicultura;348;Aceites y grasas;0,01078;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6358341.0;293442.0
UNIVERSIDAD AUSTRAL DE CHILE;HATCHERY DE INVERTEBRADOS MARINOS;5441844;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;120;Hidrocarburos totales;0,01077472;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5404472.0;675558.0
ALTO MAIPO SPA;INSTALACIONES SECTOR EL VOLCÁN;5463959;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;812;Sólidos suspendidos totales;0,0107723;2017;DS90/2000 del MINSEGPRES;Metropolitana;Cordillera;San José de Maipo;19.0;6259789.0;405243.0
CIA MINERA DEL PACIFICO S A;PLANTA DE PELLETS;4586095;EXTRACCIÓN DE MINERALES DE HIERRO;Extracción de minerales;881;Selenio;0,010765339;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848483.0;279810.0
SERVICIOS DE FRIO SERVIFRIO LONTUE LIMITADA;SERVIFRIO LONTUE;322466;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;781;Nitrógeno Total Kjeldahl;0,010761212;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Molina;19.0;6104245.0;282349.0
LOS GLACIARES S A;LOS GLACIARES;4605;ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL;Producción de alimentos;103;Manganeso;0,010742006;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5398399.0;662515.0
CURTIEMBRE RUFINO MELERO S A;CURTIEMBRE RUFINO MELERO S A;4588706;CURTIDO Y ADOBO DE CUEROS;Industria manufacturera;411;Sulfuros;0,010664984;2017;DS90/2000 del MINSEGPRES;Maule;Curicó;Curicó;19.0;6123105.0;294860.0
PESQUERA FRIOSUR S A;PESQUERA FRIOSUR S.A.;5441878;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Comercio;154;Hidrocarburos volátiles;0,010662388;2017;DS90/2000 del MINSEGPRES;Aysén del Gral. Carlos Ibáñez del Campo;Aisén;Aysén;18.0;4963366.0;670274.0
GLACIARES PACIFICOS S.A.;PISCICULTURA RAHUE;5459647;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Comercio;824;Níquel;0,010657548;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5486351.0;670828.0
FABRICAS Y MAESTRANZAS DEL EJERCITO;FAMAE;972;FABRICACIÓN DE OTROS PRODUCTOS QUÍMICOS N.C.P;Industria manufacturera;262;Fósforo Total;0,010625303;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Talagante;19.0;6275029.0;321017.0
CMPC CELULOSA S A;CMPC CELULOSA PLANTA LAJA;3216;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;452;Xileno;0,010609038;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Laja;18.0;5870977.0;702788.0
EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, QUELLON;4587407;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;26-96579800-10208-24;Cobre;0,01058463;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quellón;18.0;5225675.0;613685.0
INVERMAR S.A.;PISCICULTURA LAGO VERDE;5452208;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;571;Cromo hexavalente;0,010561804;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5426244.0;711833.0
ENEL GENERACION CHILE S.A.;CENTRAL TERMOELECTRICA BOCAMINA U1;5441923;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;196;Mercurio;0,01056;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5901210.0;663174.0
HENDRIX GENETICS AQUACULTURE SA;PISCICULTURA CATRIPULLI;4586424;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Industria agropecuaria y silvicultura;505;Cromo hexavalente;0,01054944;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Curarrehue;19.0;5636500.0;269166.0
HENDRIX GENETICS AQUACULTURE SA;PISCICULTURA CATRIPULLI;4586424;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Industria agropecuaria y silvicultura;505;Aluminio;0,01054944;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Curarrehue;19.0;5636500.0;269166.0
HENDRIX GENETICS AQUACULTURE SA;PISCICULTURA CATRIPULLI;4586424;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Industria agropecuaria y silvicultura;505;Plomo;0,01054944;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Curarrehue;19.0;5636500.0;269166.0
LACTEOS OSORNO LIMITADA;LACTEOS OSORNO LTDA;5462748;ELABORACIÓN DE PRODUCTOS LÁCTEOS;Producción de alimentos;860;Nitrógeno Total Kjeldahl;0,010546307;2017;DS90/2000 del MINSEGPRES;Los Lagos;Osorno;Osorno;18.0;5511028.0;656675.0
CORPESCA S A;PLANTA ORIENTE;5443291;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;212;Fósforo Total;0,010538;2017;DS90/2000 del MINSEGPRES;Tarapacá;Iquique;Iquique;19.0;7765597.0;380841.0
HIDRONOR CHILE S A;PLANTA COPIULEMU;33161;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;856;Boro;0,010525161;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Florida;18.0;5918080.0;691093.0
PROCESOS INDUSTRIALES CROWAN UNO LIMITADA;CROWAN UNO LTDA;5441949;FABRICACIÓN DE PRODUCTOS DE REFINACIÓN DE PETRÓLEO;Gestor de residuos;95;Fluoruros;0,010508573;2017;DS90/2000 del MINSEGPRES;Valparaíso;San Antonio;San Antonio;19.0;6278895.0;257290.0
SALMONES ANTARTICA S A;PISCICULTURA CURACO;5452164;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;588;Fluoruros;0,0104896;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Curaco de Vélez;18.0;5300247.0;614931.0
BLUMAR S.A.;BLUMAR CORONEL;5441909;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;179;Manganeso;0,0104544;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5900722.0;664405.0
PROCESADORA DE CARNES DEL SUR LIMITADA;FRIVAL;5457980;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Comercio;88;Manganeso;0,01045198;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5592529.0;653315.0
FRUTAS Y HORTALIZAS DEL SUR S A;FRUSUR;485;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;436;Fluoruros;0,010420608;2017;DS90/2000 del MINSEGPRES;Biobío;Ñuble;San Carlos;18.0;5954642.0;763966.0
CIA MINERA DEL PACIFICO S A;PLANTA DE PELLETS;4586095;EXTRACCIÓN DE MINERALES DE HIERRO;Extracción de minerales;881;Níquel;0,010394472;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848483.0;279810.0
CIA MINERA DEL PACIFICO S A;PLANTA DE PELLETS;4586095;EXTRACCIÓN DE MINERALES DE HIERRO;Extracción de minerales;881;Cromo Total;0,010394472;2017;DS90/2000 del MINSEGPRES;Atacama;Huasco;Huasco;19.0;6848483.0;279810.0
 EMPRESA DE SERVICIOS SANITARIOS SAN ISIDRO S A;PTAS - NUEVA LABRANZA;57220;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Otro;104-96889730-9101-1000;Triclorometano;0,01039373;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Temuco;19.0;5700964.0;172421.0
ENAEX S A;PRILLEX AMÉRICA;5441788;FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO;Producción química;60;Cadmio;0,01039137;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7445340.0;353616.0
CONSERVERA PENTZKE SA;CONSERVERA PENTZKE S.A.;160;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Producción de alimentos;343;Triclorometano;0,01034748;2017;DS90/2000 del MINSEGPRES;Valparaíso;San Felipe de Aconcagua;San Felipe;19.0;6374666.0;337858.0
COLBUN S A;COMPLEJO TERMOELÉCTRICO NEHUENCO;28770;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;845;Sulfuros;0,01034;2017;DS90/2000 del MINSEGPRES;Valparaíso;Quillota;Quillota;19.0;6353249.0;282921.0
ALTO MAIPO SPA;INSTALACIÓN DE FAENAS 7;5463948;GENERACIÓN, CAPTACIÓN Y DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA;Generación de energía;808;Manganeso;0,010339881;2017;DS90/2000 del MINSEGPRES;Metropolitana;Cordillera;San José de Maipo;19.0;6283694.0;367929.0
CERVECERA CCU CHILE LIMITADA;CERVECERA CCU CHILE LIMITADA;102426;ELABORACIÓN DE BEBIDAS MALTEADAS, CERVEZAS Y MALTAS;Producción de alimentos;851;Hierro / hierro disuelto;0,01032966;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5718502.0;719477.0
SALMONES HUMBOLDT SPA;SANTA JUANA 2;5461025;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;691;Índice de fenol;0,010325895;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Calbuco;18.0;5372084.0;628039.0
MARINE HARVEST CHILE S A;PISCICULTURA COPIHUE;5458663;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;608;Fluoruros;0,010321432;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5430400.0;693776.0
INVERTEC NATURAL JUICE S A;INVERTEC NATURAL JUICE S A;3507;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;794;Manganeso;0,01030788;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6189769.0;328487.0
INVERTEC NATURAL JUICE S A;INVERTEC NATURAL JUICE S A;3507;ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS;Otras actividades;794;Aluminio;0,01030788;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Cachapoal;Rengo;19.0;6189769.0;328487.0
PESQUERA BAHIA CALDERA S A;PESQUERA BAHIA CALDERA SA;5441772;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;40;Plomo;0,01030678;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Caldera;19.0;7006516.0;320792.0
CIA SALMONIFERA DALCAHUE LIMITADA;PISCICULTURA ESTERO LLEUQUE;4588162;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;486;Manganeso;0,010268544;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Vilcún;18.0;5709484.0;756419.0
IANSAGRO S A;PLANTA AZUCARERA LINARES;5452865;ELABORACIÓN DE AZÚCAR DE REMOLACHA O CAÑA;Industria agropecuaria y silvicultura;832;Cianuro;0,01024804;2017;DS90/2000 del MINSEGPRES;Maule;Linares;Linares;19.0;6031483.0;266313.0
SOC COMERCIAL E INDUSTRIAL AGROMAR LIMITADA;PESQUERA AGROMAR;5441845;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Industria agropecuaria y silvicultura;121;Aceites y grasas;0,01024628;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Dalcahue;18.0;5307310.0;611425.0
AQUAGEN CHILE S A;PISCICULTURA IGNAO;5452783;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;689;Molibdeno;0,010213632;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Lago Ranco;18.0;5533938.0;705108.0
AQUAGEN CHILE S A;PISCICULTURA IGNAO;5452783;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;689;Níquel;0,010213632;2017;DS90/2000 del MINSEGPRES;Los Ríos;Ranco;Lago Ranco;18.0;5533938.0;705108.0
COMPLEJO INDUSTRIAL MOLYNOR SA;COMLEJO INDUSTRIAL MOLYNOR;1031669;FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL N.C.P.;Producción de metal;166;Aluminio;0,010211456;2017;DS90/2000 del MINSEGPRES;Antofagasta;Antofagasta;Mejillones;19.0;7449142.0;359230.0
SALMONES ANTARTICA S A;PISCICULTURA EL CANELO;5452151;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;496;Plomo;0,01019766;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5696439.0;257654.0
SALMONES ANTARTICA S A;PISCICULTURA EL CANELO;5452151;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;496;Cromo hexavalente;0,01019766;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5696439.0;257654.0
PESQUERA BAHIA CALDERA S A;PESQUERA BAHIA CALDERA SA;5441772;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;40;Hierro / hierro disuelto;0,010171172;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Caldera;19.0;7006516.0;320792.0
AQUASMOLT LIMITADA;PISCICULTURA MATANZA;244540;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;471;Manganeso;0,01016554;2017;DS90/2000 del MINSEGPRES;Araucanía;Cautín;Melipeuco;19.0;5697270.0;263036.0
OPERACIONES COSTERAS S.A.;OPERACIONES COSTERAS;5452365;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Otras actividades;950;Nitrógeno Total Kjeldahl;0,010164;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Coronel;18.0;5901079.0;663601.0
FUNDACION CHINQUIHUE;FUNDACIÓN CHINQUIHUE;5441826;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Producción de alimentos;102;Fósforo Total;0,010157118;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Montt;18.0;5402202.0;664372.0
ACUICOLA, INMOBILIARIA E INVERSIONES FLOR DEL RIO LIMITADA;ACUICOLA INMOBILIARIA E INVERSIONES FLOR DEL RIO LIMITADA;4588373;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;653;Cobre;0,0101167;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
SALMOPROCESOS S A;SALMOPROCESOS S.A.;5441861;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;137;Sustancias Activas de Azul de Metileno;0,010102264;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Chonchi;18.0;5280000.0;601290.0
LAPOSTOLLE S A;FUNDO Y PLANTA CLOS APALTA;4636;ELABORACIÓN DE VINOS;Industria agropecuaria y silvicultura;792;Aceites y grasas;0,010096856;2017;DS90/2000 del MINSEGPRES;Libertador Gral. Bernardo O'Higgins;Colchagua;Santa Cruz;19.0;6164306.0;283134.0
AGUAS DEL VALLE S A;PLANTA TRATAMIENTO AGUAS SERVIDAS DE SALAMANCA;4586807;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Suministro y tratamiento de aguas;4-99541380-4204-146;Triclorometano;0,01006666;2017;DS90/2000 del MINSEGPRES;Coquimbo;Choapa;Salamanca;19.0;6482619.0;312894.0
HIDRONOR CHILE S A;PLANTA COPIULEMU;33161;ELIMINACIÓN DE DESPERDICIOS Y AGUAS RESIDUALES, SANEAMIENTO Y ACTIVIDADES SIMILARES;Gestor de residuos;856;Fósforo Total;0,010049332;2017;DS90/2000 del MINSEGPRES;Biobío;Concepción;Florida;18.0;5918080.0;691093.0
SALMONES CAMANCHACA S A;RÍO DEL ESTE;2291868;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;535;Fluoruros;0,0100452;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Cochamó;18.0;5414741.0;727651.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA RIO NEGRO;5452181;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;580;Cobre;0,010028429;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5350754.0;709339.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA RIO NEGRO;5452181;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;580;Plomo;0,010028429;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5350754.0;709339.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA RIO NEGRO;5452181;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;580;Cromo hexavalente;0,010028429;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5350754.0;709339.0
SALMONES MULTIEXPORT S.A.;PISCICULTURA RIO NEGRO;5452181;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;580;Nitritos más Nitratos;0,010028429;2017;DS90/2000 del MINSEGPRES;Los Lagos;Palena;Hualaihué;18.0;5350754.0;709339.0
MAINSTREAM CHILE S A;PLANTA QUEMCHI   PROSAL;5441859;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;135;Cobre;0,010025969;2017;DS90/2000 del MINSEGPRES;Los Lagos;Chiloé;Quemchi;18.0;5332438.0;624871.0
MASISA S.A.;PLANTA CABRERO DIVISION TABLEROS;3488;"FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLERO LAMINADO, TABLEROS DE PARTÍCULAS Y OTROS TABLEROS Y PANELES";Industria manufacturera;456;Aluminio;0,0100121;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Cabrero;18.0;5896937.0;731582.0
HIDROCULTIVOS S A;HIDROCULTIVOS EL MORRO;5441779;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;47;Aceites y grasas;0,009944726;2017;DS90/2000 del MINSEGPRES;Atacama;Copiapó;Caldera;19.0;6996633.0;311424.0
MARINE HARVEST CHILE S A;PISCICULTURA COPIHUE;5458663;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;608;Hierro / hierro disuelto;0,009931944;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5430400.0;693776.0
CMPC TISSUE S A;PLANTA TISSUE TALAGANTE;9898;FABRICACIÓN DE PASTAS DE MADERA, PAPEL Y CARTÓN;Industria del papel y celulosa;817;Aluminio;0,009922;2017;DS90/2000 del MINSEGPRES;Metropolitana;Talagante;Talagante;19.0;6269327.0;320797.0
AGUAS CLARAS S A;PISCICULTURA ROLLIZO;4586109;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;596;Plomo;0,009916643;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5408398.0;722828.0
AGUAS CLARAS S A;PISCICULTURA ROLLIZO;4586109;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;596;Boro;0,009916643;2017;DS90/2000 del MINSEGPRES;Los Lagos;Llanquihue;Puerto Varas;18.0;5408398.0;722828.0
PROCESADORA DE CARNES DEL SUR LIMITADA;FRIVAL;5457980;PRODUCCIÓN, PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS;Comercio;88;Aluminio;0,009872456;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Valdivia;18.0;5592529.0;653315.0
SOCIEDAD DE INVERSIONES STH LIMITADA;PISCICULTURA STH;323608;"EXPLOTACIÓN DE CRIADEROS DE PECES Y PRODUCTOS DEL MAR EN GENERAL (ACUICULTURA); Y SERVICIOS RELACIONADOS";Pesca;429;Triclorometano;0,00984456;2017;DS90/2000 del MINSEGPRES;Biobío;Biobío;Los Angeles;18.0;5870001.0;753287.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Molibdeno;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Selenio;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Tetracloroeteno;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Tolueno / metil benceno / Toluol / Fenilmetano;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Triclorometano;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Níquel;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
CERMAQ CHILE S.A.;PISCICULTURA LIQUIÑE;4585666;ELABORACIÓN Y CONSERVACIÓN DE PESCADO Y PRODUCTO DE PESCADO;Pesca;748;Xileno;0,009816734;2017;DS90/2000 del MINSEGPRES;Los Ríos;Valdivia;Panguipulli;18.0;5608404.0;728549.0
